Feature,Reach,Impact,Confidence,Effort,Ease
Deploy holistic models,8273,4.183170677744404,94.50026709087831,4.041956411663822,4.380246573759496
Implement proactive vortals,6019,3.313120563984696,51.797113689837104,5.190382163192141,5.883801712368189
Evolve ubiquitous partnerships,1248,4.355734008277453,93.02023091558377,3.2522622446427762,1.3495126098648087
Envisioneer bricks-and-clicks functionalities,3954,2.4407625656450516,56.35302563259424,5.700189340493239,7.9299419778874976
Repurpose e-business applications,3151,4.861007321563079,72.86325808068642,8.578207675107834,2.749420305953857
Morph sticky metrics,4242,3.7980488430687753,56.91765462089007,2.1947088001867283,9.72583180402743
E-enable impactful networks,1793,1.1642700670715032,69.94104507223973,4.901686638226678,7.696383786992039
Innovate interactive e-markets,9661,1.10140297366183,98.13242073389625,8.523821084609853,7.263767854843282
Syndicate robust relationships,9304,1.2327743820337744,95.76068638132402,4.98117006757994,3.158086232416629
Transition viral deliverables,5337,3.8583836908002493,83.00986883588656,3.5194050725134858,9.593787525968747
Synthesize next-generation platforms,4170,3.6284453140006674,71.78364493389455,7.570353849056366,1.429445149224839
Transition 24/365 portals,4349,2.4238907146050463,87.89230552321845,1.1295413976678028,2.0446537645622462
Brand efficient initiatives,5288,1.3766279530742405,65.57066546956472,9.815594757593576,2.577972429004047
Empower interactive methodologies,6717,2.9664635004673294,73.67358853902829,2.5588168291901368,4.904664843141758
Integrate out-of-the-box paradigms,5981,3.463400392208866,81.75468254338219,1.4077360879484007,4.371513531638241
Streamline killer solutions,7005,4.733745232317932,75.05199419576296,5.854397035600563,7.15567392458327
Grow extensible mindshare,2939,4.775566418243029,97.21257985625837,8.804790401995035,6.7276323770141016
Re-intermediate customized mindshare,951,3.301896711503516,69.4084963103261,6.789593965981179,5.12427601442365
Incentivize killer e-commerce,2838,4.282557902975821,81.29698350507864,8.383841593941412,6.863362946720092
Strategize global mindshare,1166,1.7831645391571858,53.46806504375827,1.9070020123968399,1.1639964308639477
Architect cutting-edge e-commerce,9045,3.7320270936654274,53.55943242301145,3.8707806726438516,8.60387779872509
Revolutionize virtual web services,9917,2.36249827785696,63.034726411795155,5.464337088640655,7.2360132282274545
Generate world-class e-services,5845,3.515771387119536,93.87360067635265,7.615639394234972,8.231328373463636
Iterate clicks-and-mortar partnerships,8967,1.7097581751188913,87.53073758204292,8.261512653405376,9.91454627800606
Drive efficient e-services,4179,1.5107589176898624,62.50082246080523,6.224896111095188,8.804049464887498
Innovate customized eyeballs,3540,3.7193791196009833,86.99543802236872,3.144125371635815,4.399559975586653
Monetize ubiquitous infrastructures,8887,4.305829864430967,66.00248005153058,9.059709056465804,4.502815108607468
Repurpose synergistic communities,495,4.834165987532794,92.3571572047795,4.194146714164486,9.611207966138107
Synthesize proactive vortals,2882,4.802428587750224,78.67189440616431,6.686534909528193,5.036009697804878
Matrix rich networks,7366,3.409763703604476,77.68515261729004,2.9145510552180607,9.515750885935212
Extend collaborative solutions,1267,4.158472571178216,54.560305152434516,5.449782742323233,1.5180288401497986
Syndicate efficient initiatives,4829,2.766122005493508,94.38520913791498,4.158235112968708,2.053603147848453
Grow bleeding-edge vortals,6831,3.7521200407001563,91.84819371186869,8.801818347797571,8.546326873875866
Visualize customized action-items,5393,3.80387652583648,53.638150318209675,8.396740533613206,7.3561800444084655
Maximize front-end bandwidth,1640,3.0533046747695716,61.66140362122639,6.231748755041041,8.768246697901034
Harness cutting-edge networks,1465,4.25119826903001,97.36242886919294,9.874009574405838,7.780403667330475
Repurpose web-enabled users,3241,3.8327247823327992,74.08334939820577,4.40188831110029,7.345759278669939
Seize out-of-the-box experiences,9005,4.625417540378944,55.559874115307565,5.433625938617732,1.1021828029067717
Re-contextualize mission-critical e-services,9535,3.2858921008200426,87.04869304553341,7.904753677977146,8.405113166890239
Strategize cross-platform portals,3172,3.724157708387636,61.8753235646235,4.602006035848223,5.299434017922049
Revolutionize one-to-one e-services,7676,4.474396512757841,61.17979192597263,9.669002854965502,1.109390272208347
Productize out-of-the-box initiatives,6416,1.1726396478023045,94.55715568490356,5.749309981776698,9.936683165073703
Strategize extensible markets,5448,2.0119606719569645,84.77055615533237,1.6789109238079234,2.4959388871832764
Productize cross-media applications,3476,3.7829947559384687,72.72705323838866,6.648022720756571,6.258828807307902
Scale killer applications,2803,3.948402823372077,95.76271708345531,9.628321666670615,1.5207750798193667
Orchestrate revolutionary architectures,8649,2.8226270111428517,81.00662989007684,3.496430646830194,2.6930904375138516
Integrate intuitive niches,3819,2.4134089121042113,79.1828055925436,1.6996117326848634,9.769553268995498
Morph cross-media platforms,3875,2.812963387315324,51.61579755548252,3.5178715645205116,4.700860487849676
Enhance robust synergies,2879,2.0838305700605195,56.65925626118749,1.6858034163924684,9.46478644421845
Exploit seamless convergence,7126,3.90287803355344,80.6707597967895,4.76418732661557,9.39455635018612
Transform cross-platform vortals,7509,3.20635149017628,58.241713056850045,4.701296049268322,7.99842055361703
Generate innovative eyeballs,2293,4.949104517259778,57.52084455517641,6.347176438169216,4.428017709679194
Benchmark frictionless deliverables,4025,4.316656882826058,78.45407345828738,1.571606466310012,1.3313968087239223
Orchestrate robust models,8802,2.093628287722825,52.81877483254635,8.782501386295479,8.316109082170698
Synthesize back-end roi,9960,4.9865473482956215,77.77158528013138,7.9208867366245945,9.502891568941852
Facilitate impactful architectures,4278,1.9893924069727906,72.52720676550467,2.162434736363455,9.586459245328502
Iterate bricks-and-clicks networks,816,1.8289105960322258,93.91103337395961,7.812992189550059,1.4220682101209792
Transition frictionless action-items,7339,1.0887389681212065,74.90825933229465,5.2858962711011275,8.48234341056251
Iterate integrated action-items,4463,4.265542940852249,98.39868827199115,1.7956740102908193,8.126360555226697
Strategize one-to-one experiences,6644,1.536060913802563,51.43913381566695,7.796235301062571,6.582785962181182
Generate b2c roi,4773,4.2201786700774475,95.15755293383131,6.555373408875628,9.824164525831401
Seize back-end initiatives,9621,3.3596707474185323,69.61220225498661,4.937274298213562,9.137428250443735
Synthesize dynamic interfaces,1431,3.1897852275964462,72.54552237080522,9.194241505629456,3.6816350638775543
Implement enterprise experiences,3277,4.44945483498698,97.47603118288211,2.323661328361341,9.339288626453449
Monetize user-centric metrics,5549,4.07567096526159,53.311798892593295,1.4127513976416965,6.5872511597988215
Re-intermediate cross-media technologies,5669,2.315006441150033,81.67004271583629,3.1613105690037377,1.6827699529779752
Repurpose dot-com web services,860,2.840476635934288,79.23830529745769,4.602704400192533,7.279008163272386
Transition global convergence,9191,1.7275203375965793,67.28336416619317,9.071095689154106,5.265654762365851
Harness revolutionary communities,4288,4.892441397080417,80.09676977704801,3.0146415931568855,8.396115731600043
Extend customized metrics,5685,2.1143613561278345,58.85052421383734,1.7983228038135004,2.085722839905407
Envisioneer impactful web-readiness,6476,2.4239659370879445,94.71086314479629,2.158735584696795,3.9708956197913987
Deliver visionary roi,7340,1.3691623449149843,74.05726970281466,7.190062453864747,5.604913121925351
Implement sticky platforms,2978,2.5091438609682903,50.129751219182324,8.814709963320281,1.7606530691261373
Re-contextualize clicks-and-mortar models,1376,4.945027983467261,76.82953229936663,9.316375831966898,3.125048798056639
Productize back-end schemas,8250,3.125063015894136,86.02580306957324,1.561072262601173,2.3296518271560402
Mesh b2c users,5226,3.7486620216133244,92.22203363168144,7.746546088077286,1.2742493746023476
Reinvent granular roi,3445,2.7896494672938186,76.63086332275115,3.1822345327125667,3.4231890785444286
Incentivize virtual architectures,9005,3.2558603680753455,92.03549929389655,1.8028389584085058,5.818020076139712
Scale clicks-and-mortar systems,4732,4.56210912295958,79.67962267770244,7.111920872300407,8.102541147466045
Benchmark extensible infrastructures,9461,1.3476811523496948,76.85532709092739,6.281570062187912,7.70895526765897
Evolve viral communities,6991,1.510321211182255,64.18879528993622,4.267740667587716,6.8132551719844106
Transition wireless portals,1861,1.977412621858618,74.91238489244701,3.973136331528226,9.40322641383887
Incubate out-of-the-box metrics,1560,1.407129890481615,57.642956959216605,3.213619555460573,2.446132359336001
Scale clicks-and-mortar paradigms,7086,1.3515504981605755,90.29324433705717,1.500881404212778,8.580826317683634
Extend 24/365 applications,8534,1.0729699257134442,84.84807311832108,9.97529981291555,9.069492366766188
Generate scalable content,8759,4.877881733101475,93.27535629469901,8.353648638543518,3.3211254434044584
Monetize 24/7 markets,2651,3.8915843864871027,91.04307365766763,7.466115437528983,5.815330588404195
Enable clicks-and-mortar initiatives,6416,4.077971732767748,59.35218742787617,3.913113127638193,4.828927947547751
Visualize global partnerships,324,3.9449887347939527,76.49200115905583,7.3650708608,7.910015512985549
Orchestrate scalable roi,9865,3.324952885690449,57.718135763710116,5.330260916693358,5.793304892964272
Mesh distributed systems,3844,2.4769219260395845,72.71339861095498,5.937428061443379,5.940297819000795
Architect one-to-one platforms,7141,2.289415379898892,90.49372229273175,3.2917658928738747,7.133524500015364
Incentivize sticky models,2932,1.4667842565667253,73.65831005259462,6.454916929502548,8.148605049698162
Envisioneer global systems,9410,4.718116576991303,91.53097038938645,9.685242195998613,2.1186750113699024
Streamline world-class channels,8667,4.963717905829562,60.25009050266186,4.413057264674204,9.3380448123074
Benchmark cutting-edge metrics,3491,3.2978924527196476,92.0914388379136,2.2579513896366055,8.15740580673901
Facilitate distributed experiences,6513,4.1981485236780625,91.25663383463987,2.677644881093297,3.1212257145849978
Deploy integrated technologies,177,3.0922616990764773,67.94152420617513,8.894804867317974,4.532005966803719
Integrate viral methodologies,9610,3.855129819421304,94.98337226460865,6.616913897636539,5.858029557231697
Incubate killer content,4770,3.0108815603699166,61.61063475734086,9.096171159471115,4.455020992358903
Morph bleeding-edge synergies,2097,1.2664764495632679,61.451269546239814,5.88564379552068,4.883753288227983
Benchmark back-end web-readiness,1302,2.3396224586283445,56.96360363316936,8.146226703432664,6.580654803356621
Seize plug-and-play experiences,8769,4.575570332203831,89.42986056122655,2.365073917594761,3.805498610159934
Drive distributed interfaces,1050,1.5725119421938785,60.22722965847316,7.4265767400125275,5.445833384177764
Seize ubiquitous technologies,1965,2.36832699486363,91.06286523360063,1.995685632596865,8.618070625610663
Transition extensible networks,6459,3.41583148829005,75.11441737312651,5.85874573401553,5.37721733796047
Visualize synergistic functionalities,2471,3.889010273572265,86.00182682730372,6.770328695967676,7.2455360002039
Incubate wireless schemas,893,2.007196235627811,67.28479967519597,2.634379451212831,9.176055052002654
Disintermediate end-to-end info-mediaries,6266,2.8480232145765307,97.36416698059077,2.380162628044722,6.276068488151175
Benchmark rich mindshare,1084,2.024062127414649,86.30477930312003,6.336666147329394,1.9199139780267962
Envisioneer back-end e-tailers,3976,3.8289545372535945,57.62695214571307,6.186595241501319,6.460435417445703
Envisioneer b2b synergies,5209,1.309284261955149,55.21234830259048,8.563956687823806,9.196175784301417
Whiteboard bricks-and-clicks markets,1892,1.452952183363021,99.24205994811672,8.550082778013408,2.1219641308294017
Enable clicks-and-mortar portals,2972,2.3285856506197558,65.57221320228206,3.046560587894014,6.471049544148328
Orchestrate interactive technologies,7212,3.9769986073731554,60.27899041878187,8.09010899843043,6.433493785571251
Engineer impactful networks,8070,2.5926747743637732,76.86978014689615,9.278700547714845,4.1171139492936515
Re-contextualize bleeding-edge eyeballs,8766,3.9500049924389935,72.61089704449036,3.021443406459838,5.07195564519424
Revolutionize bricks-and-clicks experiences,1305,1.7055479460248932,74.91838863697399,4.770329045540931,9.2336131096129
Drive back-end technologies,6420,4.121982830184351,63.87935863147091,2.9808749267298733,2.9141270590710366
Generate value-added methodologies,1066,4.902165262731025,72.94944940085065,6.015748320010431,8.745688161016606
Morph value-added deliverables,5282,4.987497007383789,75.10975051656213,6.358465155880394,1.6036882964958474
Extend compelling niches,2582,1.839622372382343,94.90271447203568,2.8462567643380643,2.716189485972999
Generate interactive vortals,4624,2.510903789760677,91.82824066461664,6.287082438106669,3.646402112988744
Productize transparent platforms,5590,2.8131553389921105,76.219513466379,4.966864722444053,4.606867547877934
Visualize customized e-business,5897,4.061425124264963,55.14907396656578,4.00926530179434,1.679530274235003
Streamline plug-and-play action-items,4973,2.082978692574215,82.19997716195078,4.678607539882868,1.2284772009431038
Monetize innovative e-markets,7743,4.359155437826282,93.34968800057618,4.671860458283602,5.9655033573340575
Embrace back-end solutions,6054,1.9242991863522856,83.59463717993643,1.1773948397892773,1.9369772378611647
Disintermediate dot-com relationships,3410,3.2777740710540013,94.37302412567516,6.010494263050295,7.48731786679456
Exploit customized users,8070,1.9726887639978163,86.11334659278296,8.701268212956572,8.471978781102925
Productize cutting-edge e-business,4647,4.777638902309094,57.054092438885675,4.657530774461698,3.915910549961197
Innovate granular experiences,6250,3.532963099643842,86.79523065980013,8.633152859201951,2.1049920069643764
Transform user-centric systems,9206,3.3321662438787687,71.0712275296249,9.034045399692774,8.356992055645968
Embrace innovative synergies,6135,2.3434634285993403,91.25536657113298,4.267532909755815,1.308052997384762
Revolutionize magnetic action-items,1655,3.496595631396536,70.47058260956203,5.968424627667822,4.92513876221785
Drive clicks-and-mortar communities,7183,1.8780421003238348,98.7273632599435,8.017828973092277,2.0281413332835716
Whiteboard 24/7 platforms,2779,4.941469248966939,73.55327263469073,2.6389642493942493,5.363005304353115
Repurpose integrated platforms,2673,3.966747776914662,84.94229265804522,4.622950392372825,2.9622079674467785
Cultivate customized solutions,1401,4.339720947197197,99.22010903517761,5.731211640724172,2.5451135726347314
Maximize intuitive web-readiness,9096,1.073562706189867,95.71494032802495,2.05975974601127,6.188648279628282
Productize killer e-business,7284,2.620992352110755,74.87324469899453,7.481823234690662,1.9592085711580691
Engage open-source e-business,441,1.547542520275229,95.00093209240526,8.865010698062637,6.376717919532775
Repurpose rich models,6236,2.9770954005530856,78.66471890897003,8.542962668604662,4.639433513941219
Maximize viral synergies,2781,2.6881442382027494,67.69356882806247,9.627644595818985,2.659338286110669
Expedite mission-critical relationships,4888,3.412608437865553,62.26745548406605,4.503660526377789,3.598243630936299
Implement seamless interfaces,7779,4.662054709167656,86.07664305609528,6.493642003071618,9.543761173519892
Optimize b2b niches,4250,3.6546846614505926,96.84148696623791,7.593148874892252,2.934463407316811
Implement transparent niches,7815,3.1593711156327737,58.10069389457923,8.57376694279039,8.617670643831016
Iterate front-end web services,7774,3.387371395667557,66.71219454084805,7.938209833712397,1.9593842782039461
Expedite rich portals,2443,3.9127550248144134,74.77456581030992,7.195621567849624,4.913446047433716
Re-intermediate cross-platform niches,8070,4.276409270696799,89.97079394844897,7.252268237689841,3.449306235069664
Facilitate global web services,7109,1.4123749840549795,65.72982784047055,8.266872266350852,9.65888907187706
E-enable cross-media schemas,5236,4.80094941528321,72.30028864789779,2.666196359547577,5.877108526405223
Expedite vertical users,8507,4.033569655782726,81.94746926671309,7.831322609849648,7.516929963458248
Whiteboard open-source models,7219,4.396782606261278,62.483400442959294,5.404824672788264,2.99088497637642
Mesh b2c e-tailers,4093,1.20638322663484,83.49587322750196,1.3974889393909016,6.294373812729379
Productize b2c interfaces,8692,1.7223013805093341,78.39726152763147,9.239394678292376,1.3055138072721895
Cultivate open-source e-commerce,8920,3.9240946858331265,59.62995138928152,2.0375381912255595,4.795863937574612
Maximize real-time infrastructures,1600,2.896856866629855,93.10213254946567,8.600944586815633,3.871904259189301
Disintermediate dot-com methodologies,3661,3.5781866025032887,82.50836752216141,4.282275245115753,6.046094746031626
Productize one-to-one initiatives,8080,1.3078128065168366,84.81443879390699,4.058874673912595,7.522900943758853
Mesh end-to-end bandwidth,8330,2.2611613513224413,76.97456461876686,8.116508483550671,3.8687725263886295
Matrix b2b convergence,8784,3.4634527527292183,61.64797373768169,1.2196070340088423,8.830889865108368
Enhance bricks-and-clicks markets,4446,4.498806690736798,76.4468567013606,9.451609286616065,8.189049121962988
Morph seamless infrastructures,7306,1.0379417345139923,52.63419179886143,1.7968906955225634,1.338370958856348
Transform world-class interfaces,371,4.4947084567453555,99.20417345996475,7.914460724780664,4.759901039506004
Re-contextualize transparent portals,3530,3.0900767665380924,86.61359035923226,1.030117258386813,5.205796898838873
Empower enterprise web services,8667,2.148955966616327,64.81540602279951,3.1024697594491895,1.378838706727257
Re-contextualize enterprise info-mediaries,8996,4.641356408230138,52.25503386101616,1.9852083881120364,4.524671264863205
Implement end-to-end infrastructures,9255,1.8730155514602567,97.49805919751127,8.07710512973997,1.8046990208103355
Implement customized architectures,4905,4.9293220603203265,94.20994890657515,6.407186017979782,9.133515704577434
Optimize enterprise experiences,7978,4.964674504547906,61.58358506917217,9.48458596721613,6.846819840931316
Mesh customized experiences,9176,4.322570071002499,56.016938101749794,1.4225082143303172,4.456815503421247
Architect rich experiences,1036,1.745753048577018,88.97922367833766,4.151127332500571,1.5205840890705673
Strategize distributed mindshare,7314,1.865296092146214,75.91301833381961,6.37546665187307,5.725283507742414
Whiteboard cross-platform networks,7757,3.0609916972589035,74.55931704343132,9.967021982260519,9.076925332415835
Iterate bricks-and-clicks e-services,8006,1.8977622873466427,61.19088074113115,5.832769806040722,6.336459413575328
Transition rich experiences,2033,4.440507265671695,72.87160488868537,4.520527894723418,3.4566343737068346
E-enable web-enabled e-commerce,1318,4.822605992919014,93.10638086327253,8.285644672523903,6.8971778257511955
Implement holistic users,9710,1.3479470396456406,70.42266065353493,4.354196653110826,3.337784053842936
Incentivize revolutionary markets,4072,1.1951343266926924,76.63012597003811,9.659097753328448,1.985219740490085
Synergize cutting-edge bandwidth,9087,1.3045234379612007,92.56034570243844,5.4563187431257685,5.325279195939832
Matrix integrated communities,2496,4.62605487777832,78.56594709597871,6.959008090959082,5.894010171976594
Orchestrate out-of-the-box partnerships,1412,4.514519945420632,89.8713010803464,6.926066511925829,8.655235561848176
Expedite clicks-and-mortar e-markets,1804,2.3360355149809515,61.93450156505088,9.370813154587648,1.952506844457256
Expedite back-end vortals,3838,4.010866558230565,57.93025526465368,8.927836832790355,8.846591749707088
Syndicate one-to-one e-tailers,5250,4.303267002259051,56.44349337367226,4.016069688332277,7.69157430662447
Exploit global users,4098,1.004480445920438,77.80908675198785,7.809722234064412,3.328194976281172
Drive one-to-one applications,5443,1.3363928978719386,66.32167882516465,6.038598810779465,2.042594711022319
Syndicate cutting-edge partnerships,7109,3.5360228123984454,76.99926898579278,8.018608556360292,1.9628257494426258
Enhance value-added deliverables,5452,4.851968015435979,67.0936083019343,6.693597038205533,9.388252949590157
Exploit end-to-end action-items,5184,4.1552279274829775,58.68767376537834,7.937686976868908,9.525680994307042
Enable proactive communities,1140,4.083937170128542,85.42860023013147,5.262164995915796,1.5212841450291847
Exploit proactive models,6453,4.486147224609505,98.67444845886985,9.719900697571223,7.746866485686322
Unleash one-to-one architectures,5446,3.3775834369141813,69.18061302028109,1.5906353011661165,8.393616526666968
Enable best-of-breed bandwidth,9745,2.8741576670743374,97.21518174789149,1.9197425772434709,8.687887970154094
Whiteboard strategic vortals,3442,4.1792381949997175,84.68411128907442,2.9869265150988435,1.7414294105425843
Transition integrated synergies,3255,3.618044857124541,63.662976349910466,9.557772060253694,2.3595210260281023
Utilize world-class bandwidth,1088,4.7744636806703955,70.98636584630611,6.74673352897677,4.578349581665148
Transition clicks-and-mortar experiences,5726,2.637336025260172,94.70496018395673,3.0695914530197754,2.9179423362257495
Benchmark out-of-the-box web services,3156,3.60666730150354,68.42631718618806,8.779224248556734,5.258889160224014
Exploit seamless experiences,1707,1.6369829531170579,60.18506246381371,1.820480413655725,2.382922343450014
Expedite interactive solutions,1150,4.379132912467551,88.05119954714993,6.635982894682739,2.1812038991414884
Expedite cutting-edge e-business,8984,4.647344139839644,98.37556318068889,2.669129872089889,5.1588756168909455
Engineer one-to-one technologies,1975,2.7212235795978508,60.02623633501683,5.424350920672932,1.577880433676207
Deploy 24/365 functionalities,5209,2.3037018558082996,79.51319694428112,4.899220740744901,9.859162666626135
Enhance viral channels,4267,2.8583943865432406,84.02283131796626,4.559905754919718,9.772298666836209
Architect distributed systems,8457,2.166650314837213,84.74909430632712,8.741101574702842,8.018658900040148
Re-contextualize 24/7 eyeballs,878,2.9220277890313158,55.246508920908745,3.178405142762747,9.879963339404318
Extend wireless methodologies,5891,1.07347054776216,74.11781907757958,2.893146219269817,4.114149108803556
Incubate back-end schemas,9227,1.0390833896767346,66.3230654121996,5.6594047904624025,1.7907984923035003
Scale holistic methodologies,2049,1.1328124351654663,53.928924857751035,4.5723094858143645,2.194441786387543
Envisioneer b2c applications,7114,1.8034363594491767,84.65969704113405,8.392966552088797,1.370651457513445
Deliver cross-media info-mediaries,8719,1.418271361337601,81.82151247718184,7.35828153838211,1.2842753034307783
Synergize bleeding-edge deliverables,7017,3.466418327449896,80.64720874328029,3.6895229770358244,9.416816337695137
Streamline virtual e-markets,4011,3.856347728529711,90.08640415348958,4.0550517328852544,8.33342602371861
Streamline collaborative methodologies,558,4.579266624242111,77.37961880768681,8.355679929662443,5.070864560664702
Exploit wireless networks,614,1.163016424369891,58.19997404947486,4.9474649484058455,7.523439038866525
Utilize web-enabled niches,7279,1.9884129360405858,57.97723400565942,8.846052099329814,2.9729258862223986
Unleash out-of-the-box platforms,3738,2.8807303707866603,87.21395327974778,8.84649501075809,4.9028980056075
Incubate viral channels,406,1.6466901765872106,51.043056964576905,6.879367173135971,3.99083162819598
Utilize dynamic partnerships,8603,4.8991726485871325,82.51628431734684,2.7958820583623063,7.122054181881622
Implement turn-key initiatives,6336,2.673599154670611,60.178914017112135,8.564071656492402,2.5677400292042827
Transform robust e-business,258,2.663629464587763,92.31226460095246,6.658883363853506,7.618152687991774
Re-intermediate collaborative roi,3553,4.950598254944231,52.005459570624126,8.803283465102037,6.208078677151541
Synthesize proactive applications,6663,1.1175777830260292,69.77575849245076,6.455698422050544,6.379512087302779
Maximize world-class e-services,1494,2.13541811443458,67.95755148331158,4.454624366810167,5.192315263182237
Embrace seamless relationships,3058,1.9431683758368394,88.80001035177148,4.64779164777169,6.416698452958077
Syndicate robust experiences,9231,2.491394548755738,75.63076026029026,4.7172805718292725,1.622195075679575
Aggregate transparent e-services,4748,1.9889242976127082,93.53749506362557,5.007747295023989,5.633356185367211
Aggregate visionary interfaces,3255,3.3718034057397097,58.17619362925114,4.519733829865846,9.724710901017588
Re-contextualize user-centric deliverables,2213,4.4319450156908236,50.45152020647751,6.295713700065449,6.388425820900968
